,created_utc,Open,polarity
0,2018-08-03,0.015040999999999999,0.0
1,2018-08-04,0.015218,0.04261363636363636
2,2018-08-05,0.013428,0.29055059523809523
3,2018-08-06,0.013963,0.0
4,2018-08-07,0.013315,0.42424242424242414
5,2018-08-08,0.012858000000000001,0.03409090909090909
6,2018-08-09,0.010761,0.0
7,2018-08-10,0.011666,0.17045454545454544
8,2018-08-11,0.009682,-0.09375
9,2018-08-12,0.009195,0.3520833333333333
10,2018-08-13,0.00909,0.05
11,2018-08-14,0.007204,0.41666666666666663
12,2018-08-15,0.007768000000000001,0.1875
13,2018-08-16,0.007899,0.3333333333333333
14,2018-08-17,0.011227,0.16666666666666666
15,2018-08-18,0.01495,-0.007575757575757576
16,2018-08-19,0.012711,0.13992424242424245
17,2018-08-20,0.014275,0.3954545454545455
18,2018-08-21,0.012950999999999999,0.4375
19,2018-08-22,0.015461,0.4375
20,2018-08-23,0.013686000000000002,0.011363636363636362
21,2018-08-24,0.014743000000000001,0.20777777777777776
22,2018-08-25,0.014552,0.19242424242424241
23,2018-08-26,0.015390000000000001,
24,2018-08-27,0.015222,0.09043560606060606
25,2018-08-28,0.017838999999999997,0.11499999999999999
26,2018-08-29,0.017981,0.0
27,2018-08-30,0.016953,0.3198051948051948
28,2018-08-31,0.017228999999999998,0.125
29,2018-09-01,0.017106,0.15
30,2018-09-02,0.018144,0.0
31,2018-09-03,0.017853,0.04242424242424243
32,2018-09-04,0.018778,0.25
33,2018-09-05,0.019446,0.1609504132231405
34,2018-09-06,0.016262000000000002,0.2814275568181818
35,2018-09-07,0.016133,0.0
36,2018-09-08,0.015631,
37,2018-09-09,0.014637,0.03409090909090909
38,2018-09-10,0.014565,0.06818181818181818
39,2018-09-11,0.014237,0.2
40,2018-09-12,0.013163,0.0
41,2018-09-13,0.013835,0.020833333333333332
42,2018-09-14,0.014088999999999999,0.04027777777777778
43,2018-09-15,0.013958000000000002,0.015625
44,2018-09-16,0.014266999999999998,0.0
45,2018-09-17,0.014159,0.08333333333333333
46,2018-09-18,0.012731999999999999,0.13636363636363635
47,2018-09-19,0.012990999999999999,0.1915909090909091
48,2018-09-20,0.013008,0.13333333333333333
49,2018-09-21,0.013702,0.0893939393939394
50,2018-09-22,0.014388,-0.05
51,2018-09-23,0.01374,0.0
52,2018-09-24,0.013912,0.03333333333333333
53,2018-09-25,0.013123,0.4666666666666666
54,2018-09-26,0.012787999999999999,0.17222222222222225
55,2018-09-27,0.012531,0.36666666666666664
56,2018-09-28,0.013086000000000002,0.0
57,2018-09-29,0.013049000000000002,0.13636363636363635
58,2018-09-30,0.013073,0.8
59,2018-10-01,0.012888,0.5
60,2018-10-02,0.012805,1.0
61,2018-10-03,0.012946000000000001,
62,2018-10-04,0.012768,0.21666666666666667
63,2018-10-05,0.012834,
64,2018-10-06,0.013122,
65,2018-10-07,0.013016,
66,2018-10-08,0.013094,0.35714285714285715
67,2018-10-09,0.013681,-0.07152777777777779
68,2018-10-10,0.013566,0.0
69,2018-10-11,0.013244999999999998,0.0
70,2018-10-12,0.011154,
71,2018-10-13,0.011542,-0.03333333333333333
72,2018-10-14,0.011456000000000001,
73,2018-10-15,0.011345000000000001,0.020000000000000004
74,2018-10-16,0.011793000000000001,0.08958333333333335
75,2018-10-17,0.011778,-0.004166666666666667
76,2018-10-18,0.011732,0.12348484848484849
77,2018-10-19,0.0114,-0.125
78,2018-10-20,0.011462,
79,2018-10-21,0.011498999999999999,0.0
80,2018-10-22,0.011323999999999999,0.05096726190476191
81,2018-10-23,0.011054999999999999,0.3
82,2018-10-24,0.011713,0.1875
83,2018-10-25,0.01138,0.032407407407407406
84,2018-10-26,0.011304,0.0
85,2018-10-27,0.011079,0.325
86,2018-10-28,0.010927,0.0
87,2018-10-29,0.010962000000000001,-0.20833333333333334
88,2018-10-30,0.010513,
89,2018-10-31,0.010218999999999999,0.1634469696969697
90,2018-11-01,0.010376,0.21458333333333335
91,2018-11-02,0.01045,0.0
92,2018-11-03,0.010405,0.08125
93,2018-11-04,0.010346,0.12916666666666668
94,2018-11-05,0.010679000000000001,0.34678030303030305
95,2018-11-06,0.010672,0.07559523809523809
96,2018-11-07,0.01123,0.08437499999999999
97,2018-11-08,0.010823000000000001,0.178125
98,2018-11-09,0.01048,0.0
99,2018-11-10,0.010193,0.1
100,2018-11-11,0.010282,0.546875
101,2018-11-12,0.010164,0.16666666666666666
102,2018-11-13,0.009875,
103,2018-11-14,0.009146,1.0
104,2018-11-15,0.008406,-0.023674242424242417
105,2018-11-16,0.007944,0.0
106,2018-11-17,0.007719,0.0
107,2018-11-18,0.007708,
108,2018-11-19,0.0076560000000000005,0.05
109,2018-11-20,0.006028,
110,2018-11-21,0.005338,0.012500000000000004
111,2018-11-22,0.005806,0.0
112,2018-11-23,0.005231,0.153125
113,2018-11-24,0.005159,0.7
114,2018-11-25,0.004519,-0.25
115,2018-11-26,0.0046700000000000005,
116,2018-11-27,0.004311,0.13333333333333333
117,2018-11-28,0.004416,0.05
118,2018-11-29,0.0052710000000000005,0.0
119,2018-11-30,0.0053289999999999995,0.13636363636363635
120,2018-12-01,0.004784,0.20833333333333334
121,2018-12-02,0.005054,
122,2018-12-03,0.004932,1.0
123,2018-12-04,0.004534000000000001,0.0
124,2018-12-05,0.004625,0.03125
125,2018-12-06,0.004458,0.8
126,2018-12-07,0.004138,0.1311111111111111
127,2018-12-08,0.003922,0.0
128,2018-12-09,0.0039049999999999996,-0.09090909090909091
129,2018-12-10,0.004070000000000001,0.11428571428571428
130,2018-12-11,0.0038280000000000002,0.5
131,2018-12-12,0.003722,0.08522727272727272
132,2018-12-13,0.003743,0.0625
133,2018-12-14,0.003536,-0.025
134,2018-12-15,0.003382,
135,2018-12-16,0.0033590000000000004,0.0
136,2018-12-17,0.0034219999999999997,0.0
137,2018-12-18,0.004033,
138,2018-12-19,0.004176,0.0
139,2018-12-20,0.004185,0.16964285714285715
140,2018-12-21,0.004568,0.25
141,2018-12-22,0.0044659999999999995,
142,2018-12-23,0.004638000000000001,
143,2018-12-24,0.004714,0.2634469696969697
144,2018-12-25,0.004806,
145,2018-12-26,0.004384000000000001,
146,2018-12-27,0.004414,-0.025
147,2018-12-28,0.003927,0.022222222222222223
148,2018-12-29,0.0044,-0.2
